第1组,#genre#
佳嘉卡通,http://222.89.57.161:9901/tsfile/live/0001_1.m3u8
公共,http://222.89.57.161:9901/tsfile/live/0124_1.m3u8
卡酷少儿,http://222.89.57.161:9901/tsfile/live/1000_1.m3u8
哈哈炫动,http://222.89.57.161:9901/tsfile/live/1001_1.m3u8
新闻,http://222.89.57.161:9901/tsfile/live/1014_1.m3u8
民生,http://222.89.57.161:9901/tsfile/live/1011_1.m3u8
法制,http://222.89.57.161:9901/tsfile/live/1012_1.m3u8
电视剧,http://222.89.57.161:9901/tsfile/live/1013_1.m3u8
移动电视,http://222.89.57.161:9901/tsfile/live/0139_1.m3u8
都市,http://222.89.57.161:9901/tsfile/live/1010_1.m3u8
第37组,#genre#
CCTV17,http://223.151.51.74:9901/tsfile/live/1001_1.m3u8
湖南卫视,http://223.151.51.74:9901/tsfile/live/0128_1.m3u8
湖南卫视,http://223.151.51.74:9901/tsfile/live/0128_1.m3u8
浙江卫视,http://223.151.51.74:9901/tsfile/live/0124_1.m3u8
江苏卫视,http://223.151.51.74:9901/tsfile/live/0127_1.m3u8
北京卫视,http://223.151.51.74:9901/tsfile/live/0122_1.m3u8
广东卫视,http://223.151.51.74:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://223.151.51.74:9901/tsfile/live/0142_1.m3u8
安徽卫视,http://223.151.51.74:9901/tsfile/live/0130_1.m3u8
天津卫视,http://223.151.51.74:9901/tsfile/live/0125_1.m3u8
江西卫视,http://223.151.51.74:9901/tsfile/live/0121_1.m3u8
湖北卫视,http://223.151.51.74:9901/tsfile/live/0135_1.m3u8
广西卫视,http://223.151.51.74:9901/tsfile/live/1002_1.m3u8
深圳卫视,http://223.151.51.74:9901/tsfile/live/0126_1.m3u8
贵州卫视,http://223.151.51.74:9901/tsfile/live/0120_1.m3u8
陕西卫视,http://223.151.51.74:9901/tsfile/live/1003_1.m3u8
上海卫视,http://223.151.51.74:9901/tsfile/live/0107_1.m3u8
常德新闻综合,http://223.151.51.74:9901/tsfile/live/1018_1.m3u8
汉寿综合,http://223.151.51.74:9901/tsfile/live/1019_1.m3u8
自办,http://223.151.51.74:9901/tsfile/live/1022_1.m3u8
第38组,#genre#
青海卫视,http://223.159.11.49:8099/tsfile/live/0140_1.m3u8
湖南公共,http://223.159.11.49:8099/tsfile/live/1003_1.m3u8
湖南国际,http://223.159.11.49:8099/tsfile/live/1007_1.m3u8
湖南娱乐,http://223.159.11.49:8099/tsfile/live/1000_1.m3u8
湖南教育,http://223.159.11.49:8099/tsfile/live/1008_1.m3u8
湖南电影,http://223.159.11.49:8099/tsfile/live/1001_1.m3u8
湖南电视剧,http://223.159.11.49:8099/tsfile/live/1004_1.m3u8
湖南经视,http://223.159.11.49:8099/tsfile/live/1006_1.m3u8
湖南都市,http://223.159.11.49:8099/tsfile/live/1002_1.m3u8
金鹰纪实,http://223.159.11.49:8099/tsfile/live/1009_1.m3u8
第39组,#genre#
江苏卫视,http://36.249.151.138:9901/tsfile/live/0127_1.m3u8
第40组,#genre#
海南卫视,http://36.249.165.24:9901/tsfile/live/1002_1.m3u8
第41组,#genre#
CCTV2,http://58.19.38.162:9901/tsfile/live/1001_1.m3u8
CCTV3,http://58.19.38.162:9901/tsfile/live/1002_1.m3u8
CCTV4,http://58.19.38.162:9901/tsfile/live/1003_1.m3u8
CCTV5,http://58.19.38.162:9901/tsfile/live/1004_1.m3u8
CCTV5+,http://58.19.38.162:9901/tsfile/live/1014_1.m3u8
CCTV7,http://58.19.38.162:9901/tsfile/live/1006_1.m3u8
CCTV8,http://58.19.38.162:9901/tsfile/live/1007_1.m3u8
CCTV11,http://58.19.38.162:9901/tsfile/live/1010_1.m3u8
CCTV12,http://58.19.38.162:9901/tsfile/live/1011_1.m3u8
CCTV13,http://58.19.38.162:9901/tsfile/live/1012_1.m3u8
湖南卫视,http://58.19.38.162:9901/tsfile/live/1016_1.m3u8
湖南卫视,http://58.19.38.162:9901/tsfile/live/1016_1.m3u8
浙江卫视,http://58.19.38.162:9901/tsfile/live/1020_1.m3u8
江苏卫视,http://58.19.38.162:9901/tsfile/live/1019_1.m3u8
北京卫视,http://58.19.38.162:9901/tsfile/live/1017_1.m3u8
广东卫视,http://58.19.38.162:9901/tsfile/live/1022_1.m3u8
辽宁卫视,http://58.19.38.162:9901/tsfile/live/1027_1.m3u8
安徽卫视,http://58.19.38.162:9901/tsfile/live/1021_1.m3u8
东南卫视,http://58.19.38.162:9901/tsfile/live/1028_1.m3u8
天津卫视,http://58.19.38.162:9901/tsfile/live/1024_1.m3u8
山东卫视,http://58.19.38.162:9901/tsfile/live/1025_1.m3u8
河南卫视,http://58.19.38.162:9901/tsfile/live/1026_1.m3u8
湖北卫视,http://58.19.38.162:9901/tsfile/live/1015_1.m3u8
深圳卫视,http://58.19.38.162:9901/tsfile/live/1023_1.m3u8
贵州卫视,http://58.19.38.162:9901/tsfile/live/1030_1.m3u8
#genre#
CCTV1,http://58.19.38.162:9901/tsfile/live/1000_1.m3u8
动作电影,http://58.19.38.162:9901/tsfile/live/1037_1.m3u8
家庭影院,http://58.19.38.162:9901/tsfile/live/1036_1.m3u8
影迷电影,http://58.19.38.162:9901/tsfile/live/1038_1.m3u8
快乐垂钓,http://58.19.38.162:9901/tsfile/live/1033_1.m3u8
第一剧场,http://58.19.38.162:9901/tsfile/live/1035_1.m3u8
金鹰卡通,http://58.19.38.162:9901/tsfile/live/1031_1.m3u8
金鹰纪实,http://58.19.38.162:9901/tsfile/live/1032_1.m3u8
风云足球,http://58.19.38.162:9901/tsfile/live/1034_1.m3u8
第42组,#genre#
CCTV15,http://58.23.26.184:9901/tsfile/live/0019_1.m3u8
CCTV17,http://58.23.26.184:9901/tsfile/live/1001_1.m3u8
第43组,#genre#
CCTV5+,http://58.48.37.158:1111/tsfile/live/0016_1.m3u8
CCTV7,http://58.48.37.158:1111/tsfile/live/0007_1.m3u8
CCTV9,http://58.48.37.158:1111/tsfile/live/0009_1.m3u8
CCTV17,http://58.48.37.158:1111/tsfile/live/0017_1.m3u8
吉林卫视,http://58.48.37.158:1111/tsfile/live/0116_1.m3u8
黑龙江卫视,http://58.48.37.158:1111/tsfile/live/0143_1.m3u8
安徽卫视,http://58.48.37.158:1111/tsfile/live/0130_2.m3u8
海南卫视,http://58.48.37.158:1111/tsfile/live/1007_1.m3u8
重庆卫视,http://58.48.37.158:1111/tsfile/live/0142_1.m3u8
武汉1新闻综合,http://58.48.37.158:1111/tsfile/live/1004_1.m3u8
武汉2电视剧,http://58.48.37.158:1111/tsfile/live/0130_1.m3u8
武汉3科技生活,http://58.48.37.158:1111/tsfile/live/1005_1.m3u8
武汉5文体,http://58.48.37.158:1111/tsfile/live/1006_1.m3u8
武汉教育,http://58.48.37.158:1111/tsfile/live/1003_1.m3u8
湖北公共新闻,http://58.48.37.158:1111/tsfile/live/1001_1.m3u8
湖北影视,http://58.48.37.158:1111/tsfile/live/1000_1.m3u8
湖北电视台,http://58.48.37.158:1111/tsfile/live/1002_1.m3u8
湖北经视,http://58.48.37.158:1111/tsfile/live/0019_1.m3u8
第44组,#genre#
CCTV1,http://58.51.111.46:1111/tsfile/live/0001_1.m3u8
CCTV2,http://58.51.111.46:1111/tsfile/live/0002_1.m3u8
CCTV3,http://58.51.111.46:1111/tsfile/live/0003_1.m3u8
CCTV4,http://58.51.111.46:1111/tsfile/live/1004_1.m3u8
CCTV5,http://58.51.111.46:1111/tsfile/live/1005_1.m3u8
CCTV5+,http://58.51.111.46:1111/tsfile/live/1021_1.m3u8
CCTV6,http://58.51.111.46:1111/tsfile/live/1006_1.m3u8
CCTV8,http://58.51.111.46:1111/tsfile/live/1008_1.m3u8
CCTV9,http://58.51.111.46:1111/tsfile/live/1009_1.m3u8
CCTV10,http://58.51.111.46:1111/tsfile/live/1010_1.m3u8
CCTV12,http://58.51.111.46:1111/tsfile/live/1012_1.m3u8
CCTV13,http://58.51.111.46:1111/tsfile/live/1013_1.m3u8
CCTV14,http://58.51.111.46:1111/tsfile/live/1014_1.m3u8
CCTV15,http://58.51.111.46:1111/tsfile/live/1015_1.m3u8
CCTV17,http://58.51.111.46:1111/tsfile/live/1016_1.m3u8
东南卫视,http://58.51.111.46:1111/tsfile/live/1033_1.m3u8
河北卫视,http://58.51.111.46:1111/tsfile/live/1036_1.m3u8
重庆卫视,http://58.51.111.46:1111/tsfile/live/1032_1.m3u8
四川卫视,http://58.51.111.46:1111/tsfile/live/1037_1.m3u8
宁夏卫视,http://58.51.111.46:1111/tsfile/live/0112_1.m3u8
内蒙古卫视,http://58.51.111.46:1111/tsfile/live/0109_1.m3u8
上海卫视,http://58.51.111.46:1111/tsfile/live/1039_1.m3u8
公共新闻,http://58.51.111.46:1111/tsfile/live/1034_1.m3u8
湖北影视,http://58.51.111.46:1111/tsfile/live/1000_1.m3u8
湖北经视,http://58.51.111.46:1111/tsfile/live/1019_1.m3u8
第45组,#genre#
云南卫视,http://58.53.152.234:9901/tsfile/live/0119_1.m3u8
CCTV教育,http://58.53.152.234:9901/tsfile/live/1000_1.m3u8
佳嘉卡通,http://58.53.152.234:9901/tsfile/live/1001_1.m3u8
十堰新闻,http://58.53.152.234:9901/tsfile/live/1002_1.m3u8
十堰经济旅游,http://58.53.152.234:9901/tsfile/live/1004_1.m3u8
湖北影视,http://58.53.152.234:9901/tsfile/live/1016_1.m3u8
湖北经视,http://58.53.152.234:9901/tsfile/live/1017_1.m3u8
第46组,#genre#
CCTV3,http://58.57.21.166:9901/tsfile/live/0003_1.m3u8
CCTV8,http://58.57.21.166:9901/tsfile/live/0008_1.m3u8
CCTV15,http://58.57.21.166:9901/tsfile/live/0015_1.m3u8
CCTV17,http://58.57.21.166:9901/tsfile/live/0019_1.m3u8
吉林卫视,http://58.57.21.166:9901/tsfile/live/0116_1.m3u8
海南卫视,http://58.57.21.166:9901/tsfile/live/1000_1.m3u8
西藏卫视,http://58.57.21.166:9901/tsfile/live/0111_1.m3u8
陕西卫视,http://58.57.21.166:9901/tsfile/live/0136_1.m3u8
青海卫视,http://58.57.21.166:9901/tsfile/live/0140_1.m3u8
甘肃卫视,http://58.57.21.166:9901/tsfile/live/0141_1.m3u8
新疆卫视,http://58.57.21.166:9901/tsfile/live/0110_1.m3u8
山东影视,http://58.57.21.166:9901/tsfile/live/1004_1.m3u8
第47组,#genre#
海南卫视,http://58.57.40.22:9901/tsfile/live/1000_1.m3u8
甘肃卫视,http://58.57.40.22:9901/tsfile/live/1056_1.m3u8
CGTN,http://58.57.40.22:9901/tsfile/live/1064_1.m3u8
卡酷少儿,http://58.57.40.22:9901/tsfile/live/1060_1.m3u8
哈哈炫动,http://58.57.40.22:9901/tsfile/live/1061_1.m3u8
山东体育,http://58.57.40.22:9901/tsfile/live/1020_1.m3u8
山东农科,http://58.57.40.22:9901/tsfile/live/1022_1.m3u8
山东少儿,http://58.57.40.22:9901/tsfile/live/1024_1.m3u8
山东教育卫视,http://58.57.40.22:9901/tsfile/live/1026_1.m3u8
山东文旅,http://58.57.40.22:9901/tsfile/live/1023_1.m3u8
山东新闻,http://58.57.40.22:9901/tsfile/live/1019_1.m3u8
山东生活,http://58.57.40.22:9901/tsfile/live/1018_1.m3u8
山东综艺,http://58.57.40.22:9901/tsfile/live/1021_1.m3u8
纪实人文,http://58.57.40.22:9901/tsfile/live/1069_1.m3u8
金鹰纪实,http://58.57.40.22:9901/tsfile/live/1070_1.m3u8
第48组,#genre#
CCTV2,http://61.136.172.236:9901/tsfile/live/0002_1.m3u8
CCTV5+,http://61.136.172.236:9901/tsfile/live/0016_1.m3u8
江苏卫视,http://61.136.172.236:9901/tsfile/live/0127_1.m3u8
广东卫视,http://61.136.172.236:9901/tsfile/live/0125_1.m3u8
江西卫视,http://61.136.172.236:9901/tsfile/live/0138_1.m3u8
河南卫视,http://61.136.172.236:9901/tsfile/live/0139_1.m3u8
上海卫视,http://61.136.172.236:9901/tsfile/live/0107_1.m3u8
第49组,#genre#
黑龙江卫视,http://61.175.237.198:9901/tsfile/live/0143_1.m3u8
贵州卫视,http://61.175.237.198:9901/tsfile/live/0120_1.m3u8
甘肃卫视,http://61.175.237.198:9901/tsfile/live/0141_1.m3u8
第50组,#genre#
CCTV6,http://61.54.14.232:9801/tsfile/live/1006_1.m3u8
CCTV8,http://61.54.14.232:9801/tsfile/live/1008_1.m3u8
辽宁卫视,http://61.54.14.232:9801/tsfile/live/1031_1.m3u8
江西卫视,http://61.54.14.232:9801/tsfile/live/1026_1.m3u8
山东卫视,http://61.54.14.232:9801/tsfile/live/1023_1.m3u8
深圳卫视,http://61.54.14.232:9801/tsfile/live/1025_1.m3u8
重庆卫视,http://61.54.14.232:9801/tsfile/live/1033_1.m3u8
青海卫视,http://61.54.14.232:9801/tsfile/live/1042_1.m3u8
兵团卫视,http://61.54.14.232:9801/tsfile/live/1047_1.m3u8
甘肃卫视,http://61.54.14.232:9801/tsfile/live/1040_1.m3u8
新疆卫视,http://61.54.14.232:9801/tsfile/live/1045_1.m3u8
内蒙古卫视,http://61.54.14.232:9801/tsfile/live/1043_1.m3u8
CETV1,http://61.54.14.232:9801/tsfile/live/1044_1.m3u8
厦门卫视,http://61.54.14.232:9801/tsfile/live/1046_1.m3u8
经典电影,http://61.54.14.232:9801/tsfile/live/1048_1.m3u8
