第1组,#genre#
安徽卫视,http://116.117.106.7:8096/tsfile/live/0130_1.m3u8
天津卫视,http://116.117.106.7:8096/tsfile/live/0135_1.m3u8
山东卫视,http://116.117.106.7:8096/tsfile/live/0131_1.m3u8
四川卫视,http://116.117.106.7:8096/tsfile/live/0123_1.m3u8
云南卫视,http://116.117.106.7:8096/tsfile/live/0119_1.m3u8
兵团卫视,http://116.117.106.7:8096/tsfile/live/0115_1.m3u8
内蒙古,http://116.117.106.7:8096/tsfile/live/0018_1.m3u8
第23组,#genre#
CCTV3,http://119.125.104.116:9901/tsfile/live/0003_1.m3u8
CCTV5+,http://119.125.104.116:9901/tsfile/live/0016_1.m3u8
CCTV6,http://119.125.104.116:9901/tsfile/live/0006_1.m3u8
CCTV7,http://119.125.104.116:9901/tsfile/live/0007_1.m3u8
CCTV10,http://119.125.104.116:9901/tsfile/live/0010_1.m3u8
CCTV12,http://119.125.104.116:9901/tsfile/live/0012_1.m3u8
CCTV16,http://119.125.104.116:9901/tsfile/live/1008_1.m3u8
湖南卫视,http://119.125.104.116:9901/tsfile/live/0128_1.m3u8
湖南卫视,http://119.125.104.116:9901/tsfile/live/0128_1.m3u8
浙江卫视,http://119.125.104.116:9901/tsfile/live/1035_1.m3u8
江苏卫视,http://119.125.104.116:9901/tsfile/live/1036_1.m3u8
吉林卫视,http://119.125.104.116:9901/tsfile/live/1051_1.m3u8
辽宁卫视,http://119.125.104.116:9901/tsfile/live/1044_1.m3u8
黑龙江卫视,http://119.125.104.116:9901/tsfile/live/1045_1.m3u8
安徽卫视,http://119.125.104.116:9901/tsfile/live/1038_1.m3u8
天津卫视,http://119.125.104.116:9901/tsfile/live/1040_1.m3u8
山西卫视,http://119.125.104.116:9901/tsfile/live/0118_1.m3u8
湖北卫视,http://119.125.104.116:9901/tsfile/live/0132_1.m3u8
广西卫视,http://119.125.104.116:9901/tsfile/live/0113_1.m3u8
贵州卫视,http://119.125.104.116:9901/tsfile/live/1046_1.m3u8
云南卫视,http://119.125.104.116:9901/tsfile/live/0119_1.m3u8
西藏卫视,http://119.125.104.116:9901/tsfile/live/0111_1.m3u8
青海卫视,http://119.125.104.116:9901/tsfile/live/0140_1.m3u8
甘肃卫视,http://119.125.104.116:9901/tsfile/live/0141_1.m3u8
新疆卫视,http://119.125.104.116:9901/tsfile/live/0110_1.m3u8
宁夏卫视,http://119.125.104.116:9901/tsfile/live/0112_1.m3u8
内蒙古卫视,http://119.125.104.116:9901/tsfile/live/0109_1.m3u8
CGTN,http://119.125.104.116:9901/tsfile/live/1018_1.m3u8
三沙卫视,http://119.125.104.116:9901/tsfile/live/1020_1.m3u8
上海纪实,http://119.125.104.116:9901/tsfile/live/1055_1.m3u8
中国教育,http://119.125.104.116:9901/tsfile/live/1052_1.m3u8
佳嘉卡通,http://119.125.104.116:9901/tsfile/live/1030_1.m3u8
凤凰中文,http://119.125.104.116:9901/tsfile/live/1019_1.m3u8
动作电影,http://119.125.104.116:9901/tsfile/live/1028_1.m3u8
南方卫视,http://119.125.104.116:9901/tsfile/live/1015_1.m3u8
卡酷少儿,http://119.125.104.116:9901/tsfile/live/1031_1.m3u8
厦门卫视,http://119.125.104.116:9901/tsfile/live/0129_1.m3u8
哈哈炫动,http://119.125.104.116:9901/tsfile/live/1033_1.m3u8
家庭影院,http://119.125.104.116:9901/tsfile/live/1027_1.m3u8
少儿动画,http://119.125.104.116:9901/tsfile/live/1034_1.m3u8
广东体育,http://119.125.104.116:9901/tsfile/live/1013_1.m3u8
广东公共,http://119.125.104.116:9901/tsfile/live/1012_1.m3u8
广东少儿,http://119.125.104.116:9901/tsfile/live/1017_1.m3u8
广东影视,http://119.125.104.116:9901/tsfile/live/1016_1.m3u8
广东新闻,http://119.125.104.116:9901/tsfile/live/1011_1.m3u8
广东珠江,http://119.125.104.116:9901/tsfile/live/1010_1.m3u8
影迷电影,http://119.125.104.116:9901/tsfile/live/1023_1.m3u8
怀旧剧场,http://119.125.104.116:9901/tsfile/live/1022_1.m3u8
新科动漫,http://119.125.104.116:9901/tsfile/live/1021_1.m3u8
新视觉,http://119.125.104.116:9901/tsfile/live/1057_1.m3u8
旅游卫视,http://119.125.104.116:9901/tsfile/live/0114_1.m3u8
明珠台,http://119.125.104.116:9901/tsfile/live/1009_1.m3u8
热播剧场,http://119.125.104.116:9901/tsfile/live/1029_1.m3u8
熊猫,http://119.125.104.116:9901/tsfile/live/1054_1.m3u8
相声小品,http://119.125.104.116:9901/tsfile/live/1026_1.m3u8
经济科教,http://119.125.104.116:9901/tsfile/live/1014_1.m3u8
翡翠台,http://119.125.104.116:9901/tsfile/live/1007_1.m3u8
谍战剧场,http://119.125.104.116:9901/tsfile/live/1025_1.m3u8
都市剧场,http://119.125.104.116:9901/tsfile/live/1056_1.m3u8
金鹰卡通,http://119.125.104.116:9901/tsfile/live/1032_1.m3u8
金鹰纪实,http://119.125.104.116:9901/tsfile/live/1053_1.m3u8
风云剧场,http://119.125.104.116:9901/tsfile/live/1024_1.m3u8
第24组,#genre#
CCTV11,http://119.125.134.157:9901/tsfile/live/1049_1.m3u8
CCTV13,http://119.125.134.157:9901/tsfile/live/1004_1.m3u8
CCTV15,http://119.125.134.157:9901/tsfile/live/1102_1.m3u8
第25组,#genre#
CCTV1,http://121.19.134.225:808//tsfile/live/0001_1.m3u8
CCTV7,http://121.19.134.225:808//tsfile/live/0007_1.m3u8
浙江卫视,http://121.19.134.225:808//tsfile/live/1011_1.m3u8
辽宁卫视,http://121.19.134.225:808//tsfile/live/1017_1.m3u8
河北卫视,http://121.19.134.225:808//tsfile/live/0019_1.m3u8
重庆卫视,http://121.19.134.225:808//tsfile/live/1027_1.m3u8
新疆卫视,http://121.19.134.225:808//tsfile/live/0110_1.m3u8
CETV1,http://121.19.134.225:808//tsfile/live/1035_1.m3u8
CETV4,http://121.19.134.225:808//tsfile/live/1039_1.m3u8
保定公共,http://121.19.134.225:808//tsfile/live/1008_1.m3u8
保定新闻综合,http://121.19.134.225:808//tsfile/live/1007_1.m3u8
保定生活健康,http://121.19.134.225:808//tsfile/live/1009_1.m3u8
冬奥纪实,http://121.19.134.225:808//tsfile/live/1036_1.m3u8
河北公共,http://121.19.134.225:808//tsfile/live/1004_1.m3u8
河北影视,http://121.19.134.225:808//tsfile/live/1002_1.m3u8
河北经济生活,http://121.19.134.225:808//tsfile/live/1000_1.m3u8
河北都市,http://121.19.134.225:808//tsfile/live/1001_1.m3u8
纪实人文,http://121.19.134.225:808//tsfile/live/1034_1.m3u8
金鹰卡通,http://121.19.134.225:808//tsfile/live/1032_1.m3u8
第26组,#genre#
CCTV2,http://123.163.55.234:9901/tsfile/live/0002_1.m3u8
CCTV4,http://123.163.55.234:9901/tsfile/live/0004_1.m3u8
CCTV5,http://123.163.55.234:9901/tsfile/live/0005_1.m3u8
CCTV6,http://123.163.55.234:9901/tsfile/live/0006_1.m3u8
CCTV7,http://123.163.55.234:9901/tsfile/live/0007_1.m3u8
CCTV10,http://123.163.55.234:9901/tsfile/live/0010_1.m3u8
CCTV11,http://123.163.55.234:9901/tsfile/live/0011_1.m3u8
CCTV12,http://123.163.55.234:9901/tsfile/live/0012_1.m3u8
CCTV13,http://123.163.55.234:9901/tsfile/live/0013_1.m3u8
CCTV14,http://123.163.55.234:9901/tsfile/live/0014_1.m3u8
广东卫视,http://123.163.55.234:9901/tsfile/live/0125_1.m3u8
黑龙江卫视,http://123.163.55.234:9901/tsfile/live/0143_1.m3u8
安徽卫视,http://123.163.55.234:9901/tsfile/live/0130_1.m3u8
山西卫视,http://123.163.55.234:9901/tsfile/live/0118_1.m3u8
重庆卫视,http://123.163.55.234:9901/tsfile/live/0142_1.m3u8
云南卫视,http://123.163.55.234:9901/tsfile/live/0119_1.m3u8
陕西卫视,http://123.163.55.234:9901/tsfile/live/0136_1.m3u8
青海卫视,http://123.163.55.234:9901/tsfile/live/0140_1.m3u8
甘肃卫视,http://123.163.55.234:9901/tsfile/live/0141_1.m3u8
新疆卫视,http://123.163.55.234:9901/tsfile/live/0110_1.m3u8
宁夏卫视,http://123.163.55.234:9901/tsfile/live/0112_1.m3u8
内蒙古卫视,http://123.163.55.234:9901/tsfile/live/0109_1.m3u8
第27组,#genre#
CCTV4,http://124.228.160.197:9901/tsfile/live/0004_1.m3u8
广东卫视,http://124.228.160.197:9901/tsfile/live/0125_1.m3u8
安徽卫视,http://124.228.160.197:9901/tsfile/live/0130_1.m3u8
河南卫视,http://124.228.160.197:9901/tsfile/live/0139_1.m3u8
广西卫视,http://124.228.160.197:9901/tsfile/live/0113_1.m3u8
深圳卫视,http://124.228.160.197:9901/tsfile/live/0126_1.m3u8
海南卫视,http://124.228.160.197:9901/tsfile/live/1006_1.m3u8
#genre#
湖南公共,http://124.228.160.197:9901/tsfile/live/0012_1.m3u8
湖南电影,http://124.228.160.197:9901/tsfile/live/1000_1.m3u8
湖南经视,http://124.228.160.197:9901/tsfile/live/1042_1.m3u8
湖南都市,http://124.228.160.197:9901/tsfile/live/1044_1.m3u8
金鹰卡通,http://124.228.160.197:9901/tsfile/live/0011_1.m3u8
第28组,#genre#
CCTV5,http://171.108.239.79:8181/tsfile/live/1031_1.m3u8
CCTV8,http://171.108.239.79:8181/tsfile/live/1034_1.m3u8
CCTV9,http://171.108.239.79:8181/tsfile/live/1035_1.m3u8
CCTV11,http://171.108.239.79:8181/tsfile/live/1037_1.m3u8
CCTV16,http://171.108.239.79:8181/tsfile/live/1042_1.m3u8
吉林卫视,http://171.108.239.79:8181/tsfile/live/0116_1.m3u8
江西卫视,http://171.108.239.79:8181/tsfile/live/1090_1.m3u8
河北卫视,http://171.108.239.79:8181/tsfile/live/1086_1.m3u8
海南卫视,http://171.108.239.79:8181/tsfile/live/1075_1.m3u8
贵州卫视,http://171.108.239.79:8181/tsfile/live/1085_1.m3u8
四川卫视,http://171.108.239.79:8181/tsfile/live/1091_1.m3u8
西藏卫视,http://171.108.239.79:8181/tsfile/live/0111_1.m3u8
陕西卫视,http://171.108.239.79:8181/tsfile/live/1070_1.m3u8
兵团卫视,http://171.108.239.79:8181/tsfile/live/0115_1.m3u8
新疆卫视,http://171.108.239.79:8181/tsfile/live/1073_1.m3u8
内蒙古卫视,http://171.108.239.79:8181/tsfile/live/1077_1.m3u8
307,http://171.108.239.79:8181/tsfile/live/1056_1.m3u8
东森超视,http://171.108.239.79:8181/tsfile/live/1023_1.m3u8
中国天气,http://171.108.239.79:8181/tsfile/live/1116_1.m3u8
中国电影,http://171.108.239.79:8181/tsfile/live/1013_1.m3u8
佳嘉卡通,http://171.108.239.79:8181/tsfile/live/1047_1.m3u8
凤凰资讯,http://171.108.239.79:8181/tsfile/live/1024_1.m3u8
凤凰香港,http://171.108.239.79:8181/tsfile/live/1025_1.m3u8
动漫秀场,http://171.108.239.79:8181/tsfile/live/1048_1.m3u8
南宁公共,http://171.108.239.79:8181/tsfile/live/1018_1.m3u8
南宁影视,http://171.108.239.79:8181/tsfile/live/1017_1.m3u8
南宁新闻,http://171.108.239.79:8181/tsfile/live/1115_1.m3u8
南方卫视,http://171.108.239.79:8181/tsfile/live/1003_1.m3u8
卡酷少儿,http://171.108.239.79:8181/tsfile/live/1046_1.m3u8
天映,http://171.108.239.79:8181/tsfile/live/1009_1.m3u8
家庭影院,http://171.108.239.79:8181/tsfile/live/1006_1.m3u8
少儿动画,http://171.108.239.79:8181/tsfile/live/1114_1.m3u8
广西新闻,http://171.108.239.79:8181/tsfile/live/1107_1.m3u8
广西综艺,http://171.108.239.79:8181/tsfile/live/1000_1.m3u8
星河,http://171.108.239.79:8181/tsfile/live/1005_1.m3u8
星空卫视,http://171.108.239.79:8181/tsfile/live/1012_1.m3u8
热播剧场,http://171.108.239.79:8181/tsfile/live/1020_1.m3u8
牛歌戏,http://171.108.239.79:8181/tsfile/live/1068_1.m3u8
珠江台,http://171.108.239.79:8181/tsfile/live/1001_1.m3u8
电影,http://171.108.239.79:8181/tsfile/live/1008_1.m3u8
电影,http://171.108.239.79:8181/tsfile/live/1022_1.m3u8
经典电影,http://171.108.239.79:8181/tsfile/live/1019_1.m3u8
谍战剧场,http://171.108.239.79:8181/tsfile/live/1021_1.m3u8
足球,http://171.108.239.79:8181/tsfile/live/1045_1.m3u8
龙祥电影,http://171.108.239.79:8181/tsfile/live/1011_1.m3u8
第29组,#genre#
CCTV4,http://171.108.239.80:8181/tsfile/live/1030_1.m3u8
CCTV5+,http://171.108.239.80:8181/tsfile/live/1044_1.m3u8
CCTV10,http://171.108.239.80:8181/tsfile/live/1036_1.m3u8
CCTV11,http://171.108.239.80:8181/tsfile/live/1037_1.m3u8
CCTV12,http://171.108.239.80:8181/tsfile/live/1038_1.m3u8
CCTV13,http://171.108.239.80:8181/tsfile/live/1039_1.m3u8
CCTV15,http://171.108.239.80:8181/tsfile/live/1041_1.m3u8
CCTV16,http://171.108.239.80:8181/tsfile/live/1042_1.m3u8
CCTV17,http://171.108.239.80:8181/tsfile/live/1043_1.m3u8
吉林卫视,http://171.108.239.80:8181/tsfile/live/0116_1.m3u8
河北卫视,http://171.108.239.80:8181/tsfile/live/1086_1.m3u8
海南卫视,http://171.108.239.80:8181/tsfile/live/1075_1.m3u8
西藏卫视,http://171.108.239.80:8181/tsfile/live/0111_1.m3u8
#genre#
东森洋片,http://171.108.239.80:8181/tsfile/live/1016_1.m3u8
305,http://171.108.239.80:8181/tsfile/live/1054_1.m3u8
307,http://171.108.239.80:8181/tsfile/live/1056_1.m3u8
东森电影,http://171.108.239.80:8181/tsfile/live/1010_1.m3u8
中国天气,http://171.108.239.80:8181/tsfile/live/1116_1.m3u8
凤凰资讯,http://171.108.239.80:8181/tsfile/live/1024_1.m3u8
凤凰香港,http://171.108.239.80:8181/tsfile/live/1025_1.m3u8
动作电影,http://171.108.239.80:8181/tsfile/live/1007_1.m3u8
动漫秀场,http://171.108.239.80:8181/tsfile/live/1048_1.m3u8
南宁公共,http://171.108.239.80:8181/tsfile/live/1018_1.m3u8
南宁影视,http://171.108.239.80:8181/tsfile/live/1017_1.m3u8
南宁新闻,http://171.108.239.80:8181/tsfile/live/1115_1.m3u8
南方卫视,http://171.108.239.80:8181/tsfile/live/1003_1.m3u8
卡酷少儿,http://171.108.239.80:8181/tsfile/live/1046_1.m3u8
厦门卫视,http://171.108.239.80:8181/tsfile/live/0129_1.m3u8
天映,http://171.108.239.80:8181/tsfile/live/1009_1.m3u8
家庭影院,http://171.108.239.80:8181/tsfile/live/1006_1.m3u8
少儿动画,http://171.108.239.80:8181/tsfile/live/1114_1.m3u8
广东体育,http://171.108.239.80:8181/tsfile/live/1004_1.m3u8
广东影视,http://171.108.239.80:8181/tsfile/live/1002_1.m3u8
广场舞,http://171.108.239.80:8181/tsfile/live/1015_1.m3u8
广西新闻,http://171.108.239.80:8181/tsfile/live/1107_1.m3u8
广西综艺,http://171.108.239.80:8181/tsfile/live/1000_1.m3u8
广西都市,http://171.108.239.80:8181/tsfile/live/1106_1.m3u8
星河,http://171.108.239.80:8181/tsfile/live/1005_1.m3u8
星空卫视,http://171.108.239.80:8181/tsfile/live/1012_1.m3u8
热播剧场,http://171.108.239.80:8181/tsfile/live/1020_1.m3u8
牛歌戏,http://171.108.239.80:8181/tsfile/live/1068_1.m3u8
珠江台,http://171.108.239.80:8181/tsfile/live/1001_1.m3u8
电影,http://171.108.239.80:8181/tsfile/live/1022_1.m3u8
电影,http://171.108.239.80:8181/tsfile/live/1008_1.m3u8
私人影院,http://171.108.239.80:8181/tsfile/live/1014_1.m3u8
经典电影,http://171.108.239.80:8181/tsfile/live/1019_1.m3u8
谍战剧场,http://171.108.239.80:8181/tsfile/live/1021_1.m3u8
足球,http://171.108.239.80:8181/tsfile/live/1045_1.m3u8
龙祥电影,http://171.108.239.80:8181/tsfile/live/1011_1.m3u8
第30组,#genre#
CCTV5+,http://171.108.239.98:8181/tsfile/live/1044_1.m3u8
CCTV10,http://171.108.239.98:8181/tsfile/live/1036_1.m3u8
CCTV12,http://171.108.239.98:8181/tsfile/live/1038_1.m3u8
CCTV15,http://171.108.239.98:8181/tsfile/live/1041_1.m3u8
CCTV16,http://171.108.239.98:8181/tsfile/live/1042_1.m3u8
CCTV17,http://171.108.239.98:8181/tsfile/live/1043_1.m3u8
河北卫视,http://171.108.239.98:8181/tsfile/live/1086_1.m3u8
海南卫视,http://171.108.239.98:8181/tsfile/live/1075_1.m3u8
陕西卫视,http://171.108.239.98:8181/tsfile/live/1070_1.m3u8
青海卫视,http://171.108.239.98:8181/tsfile/live/1069_1.m3u8
内蒙古卫视,http://171.108.239.98:8181/tsfile/live/1077_1.m3u8
#genre#
001,http://171.108.239.98:8181/tsfile/live/1026_1.m3u8
002,http://171.108.239.98:8181/tsfile/live/1050_1.m3u8
303,http://171.108.239.98:8181/tsfile/live/1053_1.m3u8
305,http://171.108.239.98:8181/tsfile/live/1054_1.m3u8
306,http://171.108.239.98:8181/tsfile/live/1055_1.m3u8
307,http://171.108.239.98:8181/tsfile/live/1056_1.m3u8
东森洋片,http://171.108.239.98:8181/tsfile/live/1016_1.m3u8
东森电影,http://171.108.239.98:8181/tsfile/live/1010_1.m3u8
东森超视,http://171.108.239.98:8181/tsfile/live/1023_1.m3u8
中国天气,http://171.108.239.98:8181/tsfile/live/1116_1.m3u8
中国电影,http://171.108.239.98:8181/tsfile/live/1013_1.m3u8
凤凰资讯,http://171.108.239.98:8181/tsfile/live/1024_1.m3u8
凤凰香港,http://171.108.239.98:8181/tsfile/live/1025_1.m3u8
动作电影,http://171.108.239.98:8181/tsfile/live/1007_1.m3u8
动漫秀场,http://171.108.239.98:8181/tsfile/live/1048_1.m3u8
南宁影视,http://171.108.239.98:8181/tsfile/live/1017_1.m3u8
南方卫视,http://171.108.239.98:8181/tsfile/live/1003_1.m3u8
厦门卫视,http://171.108.239.98:8181/tsfile/live/0129_1.m3u8
天映,http://171.108.239.98:8181/tsfile/live/1009_1.m3u8
家庭影院,http://171.108.239.98:8181/tsfile/live/1006_1.m3u8
少儿动画,http://171.108.239.98:8181/tsfile/live/1114_1.m3u8
广东体育,http://171.108.239.98:8181/tsfile/live/1004_1.m3u8
广东影视,http://171.108.239.98:8181/tsfile/live/1002_1.m3u8
广场舞,http://171.108.239.98:8181/tsfile/live/1015_1.m3u8
广西影视,http://171.108.239.98:8181/tsfile/live/1097_1.m3u8
广西新闻,http://171.108.239.98:8181/tsfile/live/1107_1.m3u8
广西综艺,http://171.108.239.98:8181/tsfile/live/1000_1.m3u8
广西都市,http://171.108.239.98:8181/tsfile/live/1106_1.m3u8
星河,http://171.108.239.98:8181/tsfile/live/1005_1.m3u8
星空卫视,http://171.108.239.98:8181/tsfile/live/1012_1.m3u8
热播剧场,http://171.108.239.98:8181/tsfile/live/1020_1.m3u8
牛歌戏,http://171.108.239.98:8181/tsfile/live/1068_1.m3u8
珠江台,http://171.108.239.98:8181/tsfile/live/1001_1.m3u8
电影,http://171.108.239.98:8181/tsfile/live/1008_1.m3u8
私人影院,http://171.108.239.98:8181/tsfile/live/1014_1.m3u8
经典电影,http://171.108.239.98:8181/tsfile/live/1019_1.m3u8
足球,http://171.108.239.98:8181/tsfile/live/1045_1.m3u8
龙祥电影,http://171.108.239.98:8181/tsfile/live/1011_1.m3u8
第31组,#genre#
CCTV1,http://171.108.239.99:8181/tsfile/live/1027_1.m3u8
CCTV2,http://171.108.239.99:8181/tsfile/live/1028_1.m3u8
CCTV4,http://171.108.239.99:8181/tsfile/live/1030_1.m3u8
CCTV5+,http://171.108.239.99:8181/tsfile/live/1044_1.m3u8
CCTV13,http://171.108.239.99:8181/tsfile/live/1039_1.m3u8
CCTV16,http://171.108.239.99:8181/tsfile/live/1042_1.m3u8
CCTV17,http://171.108.239.99:8181/tsfile/live/1043_1.m3u8
广东卫视,http://171.108.239.99:8181/tsfile/live/1059_1.m3u8
吉林卫视,http://171.108.239.99:8181/tsfile/live/0116_1.m3u8
海南卫视,http://171.108.239.99:8181/tsfile/live/1075_1.m3u8
重庆卫视,http://171.108.239.99:8181/tsfile/live/1074_1.m3u8
西藏卫视,http://171.108.239.99:8181/tsfile/live/0111_1.m3u8
陕西卫视,http://171.108.239.99:8181/tsfile/live/1070_1.m3u8
青海卫视,http://171.108.239.99:8181/tsfile/live/1069_1.m3u8
新疆卫视,http://171.108.239.99:8181/tsfile/live/1073_1.m3u8
内蒙古卫视,http://171.108.239.99:8181/tsfile/live/1077_1.m3u8
001,http://171.108.239.99:8181/tsfile/live/1026_1.m3u8
002,http://171.108.239.99:8181/tsfile/live/1050_1.m3u8
303,http://171.108.239.99:8181/tsfile/live/1053_1.m3u8
307,http://171.108.239.99:8181/tsfile/live/1056_1.m3u8
东森洋片,http://171.108.239.99:8181/tsfile/live/1016_1.m3u8
东森电影,http://171.108.239.99:8181/tsfile/live/1010_1.m3u8
中国天气,http://171.108.239.99:8181/tsfile/live/1116_1.m3u8
中国电影,http://171.108.239.99:8181/tsfile/live/1013_1.m3u8
佳嘉卡通,http://171.108.239.99:8181/tsfile/live/1047_1.m3u8
凤凰资讯,http://171.108.239.99:8181/tsfile/live/1024_1.m3u8
凤凰香港,http://171.108.239.99:8181/tsfile/live/1025_1.m3u8
动作电影,http://171.108.239.99:8181/tsfile/live/1007_1.m3u8
动漫秀场,http://171.108.239.99:8181/tsfile/live/1048_1.m3u8
南宁公共,http://171.108.239.99:8181/tsfile/live/1018_1.m3u8
南宁影视,http://171.108.239.99:8181/tsfile/live/1017_1.m3u8
南宁新闻,http://171.108.239.99:8181/tsfile/live/1115_1.m3u8
南方卫视,http://171.108.239.99:8181/tsfile/live/1003_1.m3u8
卡酷少儿,http://171.108.239.99:8181/tsfile/live/1046_1.m3u8
厦门卫视,http://171.108.239.99:8181/tsfile/live/0129_1.m3u8
天映,http://171.108.239.99:8181/tsfile/live/1009_1.m3u8
家庭影院,http://171.108.239.99:8181/tsfile/live/1006_1.m3u8
少儿动画,http://171.108.239.99:8181/tsfile/live/1114_1.m3u8
广东体育,http://171.108.239.99:8181/tsfile/live/1004_1.m3u8
广东影视,http://171.108.239.99:8181/tsfile/live/1002_1.m3u8
广场舞,http://171.108.239.99:8181/tsfile/live/1015_1.m3u8
广西影视,http://171.108.239.99:8181/tsfile/live/1097_1.m3u8
广西新闻,http://171.108.239.99:8181/tsfile/live/1107_1.m3u8
广西综艺,http://171.108.239.99:8181/tsfile/live/1000_1.m3u8
广西都市,http://171.108.239.99:8181/tsfile/live/1106_1.m3u8
星河,http://171.108.239.99:8181/tsfile/live/1005_1.m3u8
星空卫视,http://171.108.239.99:8181/tsfile/live/1012_1.m3u8
热播剧场,http://171.108.239.99:8181/tsfile/live/1020_1.m3u8
牛歌戏,http://171.108.239.99:8181/tsfile/live/1068_1.m3u8
珠江台,http://171.108.239.99:8181/tsfile/live/1001_1.m3u8
电影,http://171.108.239.99:8181/tsfile/live/1008_1.m3u8
私人影院,http://171.108.239.99:8181/tsfile/live/1014_1.m3u8
经典电影,http://171.108.239.99:8181/tsfile/live/1019_1.m3u8
谍战剧场,http://171.108.239.99:8181/tsfile/live/1021_1.m3u8
足球,http://171.108.239.99:8181/tsfile/live/1045_1.m3u8
龙祥电影,http://171.108.239.99:8181/tsfile/live/1011_1.m3u8
第32组,#genre#
CCTV3,http://182.117.136.42:9901/tsfile/live/0003_1.m3u8
卡酷少儿,http://182.117.136.42:9901/tsfile/live/1010_1.m3u8
都市,http://182.117.136.42:9901/tsfile/live/1000_1.m3u8
金鹰卡通,http://182.117.136.42:9901/tsfile/live/1011_1.m3u8
第33组,#genre#
CCTV6,http://182.120.162.247:9901/tsfile/live/0006_1.m3u8
CCTV8,http://182.120.162.247:9901/tsfile/live/0008_1.m3u8
四川卫视,http://182.120.162.247:9901/tsfile/live/0123_1.m3u8
新疆卫视,http://182.120.162.247:9901/tsfile/live/0110_1.m3u8
上海卫视,http://182.120.162.247:9901/tsfile/live/0107_1.m3u8
佳嘉卡通,http://182.120.162.247:9901/tsfile/live/1013_1.m3u8
北京卡通,http://182.120.162.247:9901/tsfile/live/1012_1.m3u8
周口电视台1,http://182.120.162.247:9901/tsfile/live/1001_1.m3u8
河南公共,http://182.120.162.247:9901/tsfile/live/1010_1.m3u8
河南民生,http://182.120.162.247:9901/tsfile/live/1005_1.m3u8
河南电视剧,http://182.120.162.247:9901/tsfile/live/1007_1.m3u8
河南都市,http://182.120.162.247:9901/tsfile/live/1004_1.m3u8
福建东南,http://182.120.162.247:9901/tsfile/live/1000_1.m3u8
金鹰卡通,http://182.120.162.247:9901/tsfile/live/1009_1.m3u8
第34组,#genre#
CCTV15,http://183.94.212.30:9901/tsfile/live/0015_1.m3u8
湖南卫视,http://183.94.212.30:9901/tsfile/live/0018_1.m3u8
湖南卫视,http://183.94.212.30:9901/tsfile/live/0018_1.m3u8
辽宁卫视,http://183.94.212.30:9901/tsfile/live/1009_1.m3u8
东南卫视,http://183.94.212.30:9901/tsfile/live/1010_1.m3u8
天津卫视,http://183.94.212.30:9901/tsfile/live/1006_1.m3u8
江西卫视,http://183.94.212.30:9901/tsfile/live/1011_1.m3u8
山东卫视,http://183.94.212.30:9901/tsfile/live/1007_1.m3u8
河南卫视,http://183.94.212.30:9901/tsfile/live/1008_1.m3u8
动作电影,http://183.94.212.30:9901/tsfile/live/1019_1.m3u8
家庭影院,http://183.94.212.30:9901/tsfile/live/1018_1.m3u8
影迷电影,http://183.94.212.30:9901/tsfile/live/1020_1.m3u8
第一剧场,http://183.94.212.30:9901/tsfile/live/1017_1.m3u8
金鹰卡通,http://183.94.212.30:9901/tsfile/live/1013_1.m3u8
风云足球,http://183.94.212.30:9901/tsfile/live/1016_1.m3u8
第35组,#genre#
CCTV3,http://222.241.154.37:9901/tsfile/live/23003_1.m3u8
CCTV6,http://222.241.154.37:9901/tsfile/live/23006_1.m3u8
CCTV7,http://222.241.154.37:9901/tsfile/live/23007_1.m3u8
CCTV10,http://222.241.154.37:9901/tsfile/live/23010_1.m3u8
CCTV12,http://222.241.154.37:9901/tsfile/live/23012_1.m3u8
CCTV16,http://222.241.154.37:9901/tsfile/live/23016_1.m3u8
CCTV17,http://222.241.154.37:9901/tsfile/live/23017_1.m3u8
北京卫视,http://222.241.154.37:9901/tsfile/live/23030_1.m3u8
黑龙江卫视,http://222.241.154.37:9901/tsfile/live/23045_1.m3u8
天津卫视,http://222.241.154.37:9901/tsfile/live/23032_1.m3u8
河南卫视,http://222.241.154.37:9901/tsfile/live/23044_1.m3u8
河北卫视,http://222.241.154.37:9901/tsfile/live/23047_1.m3u8
广西卫视,http://222.241.154.37:9901/tsfile/live/23039_1.m3u8
深圳卫视,http://222.241.154.37:9901/tsfile/live/23035_1.m3u8
重庆卫视,http://222.241.154.37:9901/tsfile/live/23042_1.m3u8
湖南国际,http://222.241.154.37:9901/tsfile/live/23024_1.m3u8
湖南娱乐,http://222.241.154.37:9901/tsfile/live/23023_1.m3u8
湖南教育,http://222.241.154.37:9901/tsfile/live/23027_1.m3u8
湖南爱晚,http://222.241.154.37:9901/tsfile/live/23022_1.m3u8
湖南电影,http://222.241.154.37:9901/tsfile/live/23025_1.m3u8
湖南电视剧,http://222.241.154.37:9901/tsfile/live/23026_1.m3u8
湖南经视,http://222.241.154.37:9901/tsfile/live/23020_1.m3u8
湖南都市,http://222.241.154.37:9901/tsfile/live/23021_1.m3u8
第36组,#genre#
甘肃卫视,http://222.89.57.161:9901/tsfile/live/1017_1.m3u8
中国教育1,http://222.89.57.161:9901/tsfile/live/1005_1.m3u8
中国教育2,http://222.89.57.161:9901/tsfile/live/1006_1.m3u8
中国教育3,http://222.89.57.161:9901/tsfile/live/1007_1.m3u8
优漫卡通,http://222.89.57.161:9901/tsfile/live/1002_1.m3u8
